FIPSCode,State,A3a,participated,percentage_participated
2500937560,MA,8427,7693,0.91
2500937995,MA,4097,3623,0.88
2500938400,MA,14042,13158,0.94
2500940430,MA,4711,3935,0.84
2500940710,MA,25308,23584,0.93
2500941095,MA,6223,5211,0.84
2500943580,MA,2599,2378,0.91
2500945175,MA,5239,4623,0.88
2500945245,MA,13604,11584,0.85
2500946365,MA,19625,16391,0.84
2500952490,MA,35278,28549,0.81
2500957880,MA,5526,4976,0.90
2500958405,MA,4567,3905,0.86
2500959105,MA,26783,22183,0.83
2500959245,MA,5722,4810,0.84
2500960015,MA,15963,14718,0.92
2500968645,MA,9330,8885,0.95
2500970150,MA,4822,4214,0.87
2500974595,MA,2794,2478,0.89
2500977150,MA,3527,2988,0.85
2501102095,MA,1218,1155,0.95
2501105560,MA,1566,1244,0.79
2501109595,MA,1192,1067,0.90
2501112505,MA,915,735,0.80
2501114885,MA,1187,934,0.79
2501115200,MA,1471,1235,0.84
2501116670,MA,3482,3095,0.89
2501121780,MA,1042,834,0.80
2501125730,MA,1141,953,0.84
2501127025,MA,10731,8697,0.81
2501129475,MA,251,206,0.82
2501129650,MA,529,459,0.87
2501135180,MA,1326,1296,0.98
2501135285,MA,570,502,0.88
2501142040,MA,73,59,0.81
2501142285,MA,5957,4491,0.75
2501145490,MA,721,614,0.85
2501147835,MA,2158,1757,0.81
2501151265,MA,4557,3435,0.75
2501158335,MA,279,241,0.86
2501161135,MA,1404,1197,0.85
2501161905,MA,1311,1282,0.98
2501168400,MA,2070,1948,0.94
2501173265,MA,579,474,0.82
2501174525,MA,644,591,0.92
2501179110,MA,1127,1030,0.91
2501300765,MA,18163,14877,0.82
2501306085,MA,886,717,0.81
2501308470,MA,2694,2126,0.79
2501313485,MA,906,696,0.77
2501313660,MA,33084,24541,0.74
2501319645,MA,11296,9335,0.83
2501326675,MA,1198,986,0.82
2501328075,MA,3782,3117,0.82
2501330665,MA,1933,1381,0.71
2501330840,MA,23197,17039,0.73
2501336300,MA,11306,9634,0.85
2501337175,MA,12362,10441,0.84
2501342145,MA,5792,4680,0.81
2501342530,MA,615,530,0.86
2501352105,MA,8128,6193,0.76
2501358650,MA,1093,848,0.78
2501365825,MA,6706,5327,0.79
2501367000,MA,76643,55186,0.72
2501370045,MA,392,319,0.81
2501372390,MA,1203,1017,0.85
2501376030,MA,21688,19306,0.89
2501377850,MA,13584,12428,0.91
2501379740,MA,10031,8612,0.86
2501501325,MA,16212,15066,0.93
2501504825,MA,9646,8418,0.87
2501513590,MA,924,768,0.83
2501516040,MA,645,567,0.88
2501519330,MA,11365,9796,0.86
2501526290,MA,704,638,0.91
2501526535,MA,4403,3741,0.85
2501527690,MA,3893,3313,0.85
2501529265,MA,2575,2152,0.84
2501531785,MA,1495,1201,0.80
